Wall time,Step,Value
1750703119.1740055,16420,0.9184821844100952
1750703151.1230507,16476,0.9441602826118469
1750703205.859828,16571,0.8903237581253052
1750703254.9925377,16654,0.8251451253890991
1750703267.2514153,16675,0.8874405026435852
1750703373.0042539,16857,0.7425583600997925
1750703406.8042943,16915,0.781949520111084
1750703440.2624092,16973,0.9459391832351685
1750703788.8536031,17574,0.928267240524292
1750703950.6752436,17851,0.8412582874298096
1750704088.7715144,18084,0.907455563545227
1750704152.5678158,18193,0.8667277097702026
1750704245.0473537,18350,0.8004732131958008
1750704293.9752882,18432,0.8896386623382568
1750704468.990225,18729,1.0661840438842773
1750704648.6150906,19037,0.8135275840759277
1750704664.7060866,19065,1.0226144790649414
1750704665.8690815,19067,0.7986539006233215
1750704773.723669,19249,0.7648981809616089
1750704896.5499942,19459,0.854261577129364
1750704957.6659591,19562,0.913358747959137
1750705112.2772932,19825,0.900686502456665
1750705236.7364938,20032,0.7895634174346924
1750705247.8676252,20051,0.8933818340301514
1750705279.0701716,20105,0.7941770553588867
1750705300.5029423,20141,0.8986347913742065
1750705342.9015055,20213,0.9873544573783875
1750705343.4791746,20214,0.8684751987457275
1750705462.6955245,20414,0.8497382998466492
1750705490.4517813,20461,1.0287230014801025
1750705895.2222962,21139,0.8735059499740601
1750705922.6483114,21185,0.876185953617096
1750706054.8833332,21408,0.8035134077072144
1750706461.744048,22087,0.9061099886894226
1750706572.5178058,22272,0.8972400426864624
1750706840.587967,22722,0.8434592485427856
1750706877.7544196,22784,1.0401451587677002
1750706968.4607062,22938,0.7905318737030029
1750706994.0266416,22981,0.857804536819458
1750707030.297589,23043,0.8631988763809204
1750707116.1734133,23186,0.8047349452972412
1750707265.810496,23438,0.7655007839202881
1750707445.960235,23740,1.1045351028442383
1750707715.757069,24201,0.7624863386154175
1750707767.4786081,24291,0.8409902453422546
1750707792.7753801,24335,0.8001245260238647
1750707909.4044979,24535,0.8460342884063721
1750708070.4807286,24812,0.7962068319320679
1750708072.1880584,24815,0.7820144295692444
1750708215.5264292,25060,0.8064425587654114
1750708539.1962872,25611,0.9454628825187683
1750708685.173796,25864,0.8920658230781555
1750708837.7758546,26123,0.9918662309646606
1750708884.4700367,26203,0.7094787955284119
1750708904.064757,26237,0.9158666133880615
1750708960.6097963,26333,0.9291848540306091
1750709334.353909,26972,0.8720548152923584
1750709344.0414464,26989,1.041128396987915
1750709390.6822338,27069,0.6619002819061279
1750709469.3415334,27204,0.9081037044525146
1750709567.3914626,27373,0.689372718334198
1750709571.4010139,27380,0.9328399896621704
1750709624.41409,27471,0.886959433555603
1750709968.9005847,28062,0.8049548268318176
1750709989.7394857,28098,0.9904993176460266
1750710053.0765057,28206,0.7640405893325806
1750710119.723767,28321,0.6895509958267212
1750710144.464694,28363,0.79985111951828
1750710162.0429153,28393,0.8806160688400269
1750710260.9655745,28560,0.9123034477233887
1750710345.0534627,28704,0.967265248298645
1750710370.5619333,28747,0.7508916854858398
1750710409.8058932,28814,0.8582587838172913
1750710414.5897143,28822,0.8806015849113464
1750710501.3935487,28968,0.8856033086776733
1750710510.2512152,28983,0.9503443241119385
1750710529.744926,29015,0.8600589632987976
1750710632.0231168,29189,0.851410984992981
1750710670.5620096,29255,0.9316359758377075
1750710678.5180721,29268,0.90284264087677
1750710909.8414302,29665,0.6408801078796387
1750710925.589666,29692,0.9752322435379028
1750711054.5110147,29916,0.763308584690094
1750711180.8454435,30131,0.7592350244522095
1750711227.1946795,30211,0.8840349316596985
1750711301.7998967,30341,0.9407130479812622
1750711667.2854712,30964,0.9435434937477112
1750711681.0966659,30988,0.8483078479766846
1750711812.6313343,31212,0.8481959104537964
1750711926.2052314,31409,1.033932089805603
1750712010.8681905,31553,0.843940019607544
1750712187.362206,31856,0.8614445328712463
1750712310.993502,32065,0.9618378281593323
1750712478.3892353,32351,0.8019214868545532
1750712489.6223216,32369,0.9422104358673096
1750712493.741715,32376,0.8579357862472534
1750712503.5291324,32393,0.9477870464324951
1750712827.9939356,32950,0.6499684453010559
1750713084.4722052,33391,0.7931517958641052
1750713126.0543292,33463,0.869976282119751
1750713139.2155478,33485,0.6887051463127136
1750713229.7126029,33641,0.7980219125747681
1750713266.8671305,33704,0.9443823099136353
1750713303.2845829,33767,0.8032121062278748
1750713371.5662606,33884,0.7533053755760193
1750713620.469402,34310,0.850099503993988
1750713822.9836197,34658,0.7632710933685303
1750714045.9649923,35035,0.6927143931388855
1750714150.2437186,35214,0.7817524671554565
1750714261.062826,35404,0.8058892488479614
1750714343.5849557,35544,0.8981126546859741
1750714383.0711868,35612,0.8093738555908203
1750714397.4544153,35637,0.7913788557052612
1750714458.726384,35742,0.703199028968811
1750714710.9791589,36174,0.7750020623207092
1750714789.1978335,36307,0.7745797634124756
1750714792.0312645,36312,0.8955123424530029
1750714899.4509406,36494,0.7553106546401978
1750715014.524383,36692,0.795526385307312
1750715051.4735239,36755,0.8537019491195679
1750715183.5108938,36979,0.7177735567092896
1750715282.8666074,37150,1.0008862018585205
1750715428.12069,37399,0.7704911828041077
1750715822.9431765,38075,0.87227463722229
1750716004.0235243,38385,0.7559774518013
1750716073.8302903,38505,0.8165053129196167
1750716097.0717192,38545,0.8156142830848694
1750717050.551377,40165,0.8306800127029419
1750717070.6988971,40200,0.9099817276000977
1750717087.573819,40230,0.9178312420845032
1750717374.7643278,40733,0.7618199586868286
1750717377.102782,40737,0.7960187196731567
1750717559.1450362,41037,0.7569109201431274
1750717645.0489688,41182,1.0323315858840942
1750717645.6386817,41183,0.8248752355575562
1750717857.7816038,41535,0.86225426197052
1750717866.7308147,41550,0.9146225452423096
1750717872.6020854,41560,0.812981367111206
1750717980.440267,41747,0.9006475210189819
1750718030.1892502,41834,0.848259687423706
1750718064.61352,41894,0.7840578556060791
1750718130.899397,42008,0.8296253681182861
1750718296.2150385,42296,0.8184331655502319
1750718476.1913393,42604,0.6980772018432617
1750718711.3325038,43008,0.6940433382987976
1750718714.2853994,43013,0.9193704724311829
1750719045.0634453,43577,0.8976020812988281
1750719561.4623342,44469,0.7708417773246765
1750719562.5422254,44471,0.8758451342582703
1750719590.844241,44521,0.7906942367553711
1750719668.5388408,44657,0.8255347013473511
1750719820.3023438,44919,0.8171854019165039
1750719834.997959,44944,0.7783495187759399
1750720014.6472483,45254,0.8876977562904358
1750720094.8245819,45392,0.7794199585914612
1750720115.7382407,45428,0.6760221719741821
1750720300.5599508,45744,0.8571295738220215
1750720333.6737254,45801,0.7792782187461853
1750720444.6303008,45995,0.7535929679870605
1750720521.677493,46130,0.8323853015899658
1750720852.5217812,46705,0.7706955671310425
1750721289.5868294,47460,0.8224281072616577
1750721469.2615817,47768,0.791163980960846
1750721472.9390247,47774,0.7584328651428223
1750721670.5181801,48113,1.0466337203979492
1750721712.500649,48186,0.9067550897598267
1750721747.4345684,48246,0.8726738691329956
1750722119.4034853,48884,0.8588312864303589
1750722258.5949554,49122,0.9053812623023987
1750722359.7184894,49293,0.82416832447052
1750722484.5711842,49507,0.7440776228904724
1750722669.4725966,49822,0.8597226142883301
1750722688.918943,49856,0.7125359773635864
1750722802.7391882,50053,0.7788655757904053
1750722873.742533,50174,0.7473821043968201
1750723205.4289281,50743,0.761865496635437
1750723352.247512,50994,0.7183808088302612
1750723422.5061367,51113,0.8461710214614868
1750723614.049618,51442,0.7832176685333252
1750723977.6827471,52069,1.0130319595336914
1750723985.7922761,52083,0.8123263120651245
1750724034.9874787,52167,0.8293333649635315
1750724086.3794012,52255,0.9348131418228149
1750724142.575876,52351,0.7816926836967468
1750724211.2777522,52469,0.9211210012435913
1750724228.737741,52499,0.8497099876403809
1750724257.5223987,52549,0.7415511012077332
1750724408.456431,52806,0.8168175220489502
1750724471.9590864,52915,0.9428260922431946
1750724556.0592492,53061,0.904784619808197
1750724757.489368,53406,0.8070987462997437
1750724789.7751062,53462,0.7751349210739136
1750724835.0040228,53539,1.0391522645950317
1750724841.7445173,53551,0.8201730251312256
1750724846.8141687,53560,0.913032591342926
1750725019.2340713,53854,0.7797659039497375
1750725073.8687267,53949,0.7814849615097046
1750725195.1570277,54159,0.7391395568847656
1750725475.1428926,54639,0.8113440275192261
1750725490.5395474,54666,0.7644982933998108
1750725528.4551184,54731,0.9320883750915527
1750725775.6065621,55152,0.7865667343139648
1750725781.6071837,55162,0.739922285079956
1750726055.092229,55630,0.8012253642082214
1750726472.7202713,56350,0.7955781817436218
1750726496.262665,56391,0.7809149026870728
1750726589.8678412,56552,0.6787965297698975
1750727130.6176054,57477,0.934596061706543
1750727317.2135165,57797,0.7212064862251282
1750727330.8412344,57820,0.7985585331916809
1750727337.3736055,57831,0.8457926511764526
1750727360.5093622,57870,0.8971678018569946
1750727541.4820137,58181,0.9737180471420288
1750727613.057738,58302,0.950449526309967
1750727643.070609,58354,0.8774459958076477
1750727846.8175175,58706,0.8014585971832275
1750727908.8789885,58812,0.7277415990829468
1750727969.6069458,58916,0.9025394916534424
1750728179.6489134,59275,0.8010444641113281
1750728206.1351523,59321,0.7413175106048584
1750728746.5235276,60253,0.7724528312683105
1750728771.5651326,60297,0.7948417663574219
1750728860.8107789,60453,0.7792004346847534
1750728912.7298017,60545,0.7760912179946899
1750729001.1885114,60698,0.8083215355873108
1750729025.0438552,60739,0.8200006484985352
1750729048.1322608,60780,0.7205941081047058
1750729137.360713,60934,0.929455041885376
1750729266.7275786,61158,0.6923182606697083
1750729353.9682553,61310,0.6857657432556152
1750729596.175813,61725,0.8841462731361389
1750729599.7037733,61731,0.8384632468223572
1750729739.8234067,61971,0.8999948501586914
1750729747.7209888,61985,1.0056947469711304
1750729794.9625993,62067,0.9328300356864929
1750729812.1297529,62097,0.8052607774734497
1750730076.672942,62552,0.7117037773132324
1750730158.8478315,62694,0.7890868186950684
1750730183.5000553,62737,0.882463812828064
1750730185.434203,62740,0.7951462268829346
1750730207.7498593,62778,0.8422824144363403
1750730263.6074903,62874,0.7750799655914307
1750730265.9683607,62878,0.8163223266601562
1750730384.120897,63082,0.7690313458442688
1750730439.6952744,63177,0.7763736248016357
1750730454.3216875,63202,0.7107408046722412
1750730512.3418965,63301,0.6945580840110779
1750730543.236469,63355,0.8835470676422119
1750730574.6890283,63408,0.8224700689315796
1750730893.9644268,63956,0.8216379880905151
1750731010.7763512,64158,0.811141848564148
1750731040.2957494,64209,0.7924138307571411
1750731275.4906054,64609,0.780114471912384
1750731315.4849255,64678,0.8465189337730408
1750731331.096827,64705,0.9952239394187927
1750731668.591445,65281,0.6903285980224609
1750731849.8319607,65593,0.8636915683746338
1750731993.4990947,65842,0.67378830909729
1750732109.7097695,66042,0.7023204565048218
1750732312.1746063,66391,0.7862240672111511
1750733085.6595674,67716,0.8549064993858337
1750733199.6034772,67911,0.8101744651794434
1750733494.9253688,68413,0.7544559836387634
1750733762.974051,68874,0.8134472370147705
1750734167.4696865,69574,0.9758481383323669
1750734305.8694944,69811,0.8474346399307251
1750734359.7925422,69904,0.8628015518188477
1750734642.2009637,70388,0.7850269675254822
1750734789.9786344,70642,0.7167476415634155
1750734904.2699692,70838,0.9002634286880493
1750735122.1874394,71213,0.7889747023582458
1750735243.0594397,71420,0.8188605904579163
1750735363.4795215,71624,0.7469502091407776
1750735397.1377215,71682,0.7073743343353271
1750735435.727539,71748,0.7403820157051086
1750736293.1703868,73217,0.7330242395401001
1750736368.740837,73345,0.816460907459259
1750736450.5108533,73485,0.7204794883728027
1750736490.7946656,73553,0.7361031770706177
1750736644.6244946,73817,0.745602011680603
1750736779.3473918,74047,0.798931360244751
1750737141.644509,74669,0.7734479904174805
1750737253.0458,74862,0.8139506578445435
1750737294.4681,74934,0.7150775790214539
1750737304.5224187,74951,0.6639652848243713
1750737973.4125648,76113,0.92229825258255
1750738145.6501431,76412,0.9588717818260193
1750738221.9869323,76547,0.7679075002670288
1750738357.1134856,76781,0.8707512617111206
1750738422.7053893,76893,0.7377212643623352
1750738655.5420938,77282,0.9303820729255676
1750738656.7448108,77284,0.82820725440979
1750738689.167165,77334,0.8104449510574341
1750738757.561625,77444,0.7799237966537476
1750738773.357204,77470,0.7139115929603577
1750738823.069169,77549,0.6735208034515381
1750739081.413433,77966,0.8142133951187134
1750739496.7015452,78680,0.7823439836502075
1750739616.618596,78885,0.7749060392379761
1750739800.1702557,79204,0.7838532328605652
1750739975.2385318,79504,0.7577648162841797
1750740236.3072515,79935,0.7289363145828247
1750740312.9322896,80063,0.8183257579803467
1750740519.8300242,80408,0.74252849817276
1750740579.4250567,80508,0.7312699556350708
1750740659.5195081,80642,0.8240506649017334
1750741113.4096704,81399,0.6836052536964417
1750741319.930721,81756,0.8759725689888
1750741421.3341084,81932,0.7355532050132751
1750741438.9476275,81963,0.8431167602539062
1750741630.1152778,82294,0.8425379395484924
1750741639.0962794,82310,0.8413054943084717
1750741730.2649558,82467,0.8497737646102905
1750741816.898778,82617,0.8272395133972168
1750741959.6200283,82861,0.6811941862106323
1750742447.8141356,83704,0.7012768387794495
1750742582.2061338,83933,0.8058655858039856
1750742828.0863922,84359,0.8606030344963074
1750742840.682232,84381,0.7128181457519531
1750742965.8366342,84596,0.7283512353897095
1750743019.39455,84688,0.6930211782455444
1750743363.3016672,85277,0.8539762496948242
1750743417.977207,85369,0.8008804321289062
1750743492.5785742,85499,0.7174055576324463
1750743562.7855952,85618,0.8719499111175537
1750743643.9382372,85759,0.8166859149932861
1750743700.5193088,85856,0.8423426151275635
1750743757.8627205,85954,0.8522579669952393
1750743981.5096784,86337,0.7033481597900391
1750744075.4971266,86494,0.791864275932312
1750744410.3599842,87071,0.7989588379859924
1750744519.6781204,87258,0.8042322993278503
1750744784.426729,87714,0.7406182289123535
1750744918.816265,87945,0.8278055191040039
1750745041.514525,88156,0.8390026688575745
1750745067.9468098,88201,0.8555197715759277
1750745129.221525,88305,0.7224618196487427
1750745162.1219506,88361,0.8845943212509155
1750745376.9078526,88727,0.8826674222946167
1750745453.9072225,88859,0.8239902257919312
1750745468.2067454,88883,0.6789368391036987
1750745514.8709424,88963,0.7439720034599304
1750745551.2442145,89026,0.8321579694747925
1750745768.8953135,89396,0.7641071677207947
1750745897.627849,89618,0.8173009157180786
1750746020.8287745,89828,0.7721459865570068
1750746435.1017768,90544,0.7688521146774292
1750746625.5480247,90873,0.6792539954185486
1750746665.5316663,90942,0.8323690295219421
1750746753.2353475,91096,0.7932330369949341
1750747321.6467948,92059,0.7592060565948486
1750747327.126449,92068,0.6333432197570801
1750747423.126712,92234,0.7577977180480957
1750747442.6034594,92268,0.7634011507034302
1750747985.9474642,93211,0.8060123920440674
1750748039.5086157,93302,0.7783491611480713
1750748047.8672433,93316,0.7613390684127808
1750748091.5422537,93391,0.782394528388977
1750748189.0709317,93560,0.6788378953933716
1750748575.9471474,94225,0.6925119161605835
1750748817.876326,94643,0.7951507568359375
1750749027.7540262,95001,0.6326756477355957
1750749185.7122123,95273,0.8363029360771179
1750749322.7244084,95510,0.8392046093940735
1750749680.4332273,96119,0.6285609006881714
1750749682.1143198,96122,0.7639849185943604
1750749918.2419074,96528,0.8825511932373047
1750749932.3687994,96552,0.8231070041656494
1750750018.131552,96701,0.8847209811210632
1750750310.5232172,97204,0.7922185659408569
1750750328.968417,97236,0.7826434373855591
1750750459.4189827,97460,0.82308429479599
1750750468.4033191,97475,0.6705422401428223
1750750559.5506678,97631,0.7526357173919678
1750750778.4713807,98005,0.7772314548492432
1750750841.9781625,98112,0.8493820428848267
1750751537.5052042,99312,0.7076820135116577
1750751658.365632,99520,0.6666857004165649
1750751796.6427789,99758,0.9574017524719238
1750751859.884115,99867,0.8278727531433105
1750751881.1416852,99903,1.054842472076416
1750752334.2012856,100679,0.797164261341095
1750752360.813857,100725,0.8530541062355042
1750752413.5161526,100817,0.707411527633667
1750752431.507838,100848,0.6997714042663574
1750752909.929057,101665,0.7663689851760864
1750752911.260976,101667,0.7697309255599976
1750753122.757664,102026,0.5863656997680664
1750753134.2520416,102046,0.7276936769485474
1750753251.557353,102247,0.845194935798645
1750753311.5287666,102350,0.7151398658752441
1750753584.551755,102823,0.7416627407073975
1750753607.5381253,102862,0.6620979309082031
1750753647.248453,102930,0.6641409993171692
1750753655.9937718,102946,0.9019551277160645
1750753724.5057044,103064,0.6995126008987427
1750753890.41258,103347,0.7662067413330078
1750753983.7540233,103508,0.7006512880325317
1750753990.0058599,103518,0.8037142157554626
1750754090.8896482,103692,0.625119149684906
1750754164.946951,103820,0.9120395183563232
1750754225.8092167,103926,0.7003401517868042
1750754277.4020994,104015,0.7577438354492188
1750754467.450323,104344,0.7646663188934326
1750754583.027093,104542,0.94945228099823
1750754665.665373,104684,0.7587423920631409
1750754751.1995533,104829,0.6746436357498169
1750754829.9490871,104963,0.7046047449111938
1750755015.9362302,105279,0.9118360280990601
1750755154.1984015,105514,0.7566088438034058
1750755182.036618,105562,0.8213454484939575
1750755265.1461475,105705,0.6816661357879639
1750755306.8783357,105777,0.77997887134552
1750755368.3596544,105884,0.8029153347015381
1750755470.8671825,106058,0.7762318253517151
1750755621.538868,106316,0.7481474876403809
1750755859.7958877,106728,0.9309231042861938
1750756072.6667492,107091,0.7064852118492126
1750756073.9343135,107093,0.739031970500946
1750756173.9951317,107263,0.7932220101356506
1750756244.9777184,107386,0.8588839769363403
1750756472.7983367,107779,0.698433518409729
1750756844.3167489,108413,0.8851120471954346
1750756901.958765,108511,0.7116379737854004
1750757264.9004052,109132,0.8202993869781494
1750757355.4598022,109287,0.6956416368484497
1750757410.2696779,109381,0.7604594230651855
1750757614.5454226,109730,0.9320884943008423
1750757984.1449785,110357,0.7262017726898193
1750758199.7790475,110721,0.7507929801940918
1750758263.8106592,110829,0.6983523368835449
1750758467.457753,111174,0.6533074378967285
1750758560.9499292,111333,0.8219976425170898
1750758643.8414938,111476,0.5965359807014465
1750758864.235253,111851,0.7267665266990662
1750758958.4510212,112012,0.7953389286994934
1750759173.7674382,112378,0.9094150066375732
1750759223.7425783,112464,0.7830237150192261
1750759331.2251546,112647,0.7201539278030396
1750759659.2969406,113213,0.8609338998794556
1750759953.2955065,113714,0.8463630080223083
1750759961.7544856,113728,0.8037789463996887
1750759974.0522566,113749,0.8593500256538391
1750760100.6667604,113965,0.8794068098068237
1750760160.1847258,114065,0.6609506011009216
1750760305.6107752,114315,0.6485714912414551
1750760430.044523,114530,0.879753589630127
1750760717.4397693,115026,0.8917598724365234
1750760788.312269,115149,0.7681982517242432
1750761122.1011434,115721,0.7741657495498657
1750761162.172611,115790,0.7369912266731262
1750761220.5420227,115891,0.7939246892929077
1750761243.7326949,115931,0.858539879322052
1750761288.8511112,116008,0.6472408771514893
1750761505.801114,116378,0.6777780055999756
1750761860.047312,116988,0.7353694438934326
1750761862.9559052,116993,0.779503583908081
1750761878.1253335,117019,0.794924259185791
1750762277.6535635,117703,0.7856415510177612
1750762285.782115,117717,0.7372701168060303
1750762394.9604828,117905,0.7953202724456787
1750762423.0137236,117953,0.7359640598297119
1750762455.8294551,118010,0.8648791909217834
1750762496.0307305,118079,0.9753179550170898
1750762926.4980946,118817,0.861375093460083
1750762942.5404227,118845,0.851957380771637
1750763062.3485565,119050,0.8929380774497986
1750763160.4082935,119218,0.8281183838844299
1750763211.7742,119307,0.7836095094680786
1750763229.9442797,119338,0.7836950421333313
1750763446.180571,119709,0.7390906810760498
1750763457.1012356,119728,0.7816520929336548
1750763485.4484746,119777,0.7630250453948975
1750763870.3627024,120440,0.7683247327804565
1750763914.3753877,120516,0.8071707487106323
1750764050.9596648,120751,0.7868996858596802
1750764209.4269724,121022,0.7902498245239258
1750764328.6872463,121227,0.7078738212585449
1750764342.052885,121250,0.7434442043304443
1750764422.982185,121389,0.601292610168457
1750764456.4950542,121448,0.7184825539588928
1750764459.8237329,121454,0.7464175820350647
1750764661.280771,121798,0.6756305694580078
1750764694.7041903,121856,0.7919780611991882
1750764713.6781983,121889,0.8433966636657715
1750764751.3893626,121955,0.7192395925521851
1750764768.1451972,121984,0.6276667714118958
1750764779.869492,122004,0.7110717296600342
1750764834.7278144,122096,0.7179281115531921
1750765023.0684848,122417,0.7260884046554565
1750765278.2053814,122858,0.6268547773361206
1750765704.398187,123591,0.6839791536331177
1750765881.6943555,123892,0.7759500741958618
1750765937.557025,123987,0.8800910711288452
1750766267.2307928,124551,0.8455184698104858
1750766313.4005785,124630,0.8934744596481323
1750766567.0808513,125066,0.7073798775672913
1750766632.9427795,125178,0.8533824682235718
1750766801.571204,125470,0.7467159032821655
1750766856.1584146,125563,0.7536230683326721
1750766981.8246896,125780,0.7788233757019043
1750767219.4836318,126190,0.7899423837661743
1750767412.273021,126515,0.7626430988311768
1750767511.1929047,126683,0.731751561164856
1750767559.0242982,126766,0.7833209037780762
1750767901.390431,127356,0.8103746175765991
1750767997.7585335,127521,0.9094324111938477
1750768185.3860583,127840,0.7110968232154846
1750768369.442404,128155,0.6639542579650879
1750768380.4769385,128174,0.6778171062469482
1750768588.3218646,128532,0.8175857067108154
1750768696.935968,128719,0.7800375819206238
1750768738.245238,128790,0.783132791519165
1750768845.6351814,128974,0.7589238286018372
1750768862.5912912,129003,0.7407321929931641
1750768971.6436298,129190,0.7818081378936768
1750768997.3295634,129233,0.5891446471214294
1750769061.667265,129344,0.6770375967025757
1750769313.3685632,129775,0.6693172454833984
1750769395.723526,129915,0.6913669109344482
1750769692.5414624,130422,0.850626528263092
1750769779.343222,130571,0.6953533291816711
1750769867.8526008,130723,0.8194040656089783
1750769904.9689643,130787,0.7024562358856201
1750770168.6221528,131237,0.7550437450408936
1750770348.1754751,131544,0.6853268146514893
1750770358.5552998,131562,0.7565121650695801
1750770447.9611316,131714,0.7843761444091797
1750770748.823322,132232,0.7758933305740356
1750770883.7186487,132463,0.8767380714416504
1750770909.0180037,132506,0.656596302986145
1750770921.9719646,132528,0.7275093197822571
1750771094.2136786,132823,0.6863335967063904
1750771159.6696928,132936,0.721736490726471
1750771243.5261621,133081,0.7834694385528564
1750771428.6312578,133399,0.533871054649353
1750771545.0228958,133600,0.6755740642547607
1750771846.377958,134114,0.6618020534515381
1750772218.0689113,134752,0.7612329125404358
1750772394.9545722,135052,0.7586103677749634
1750772510.1568954,135248,0.6426257491111755
1750772594.259274,135393,0.7772235870361328
1750773095.997296,136254,0.7282845377922058
1750773142.8259006,136334,0.7526272535324097
1750773268.5109046,136549,0.7625899314880371
1750773273.545327,136558,0.6767162084579468
1750773427.2699766,136820,0.7124897241592407
1750773590.0084674,137100,0.664318859577179
1750773631.0450916,137171,0.6933902502059937
1750773693.4235435,137278,0.7465716600418091
1750773816.3477843,137485,0.6470068693161011
1750773867.3403602,137573,0.7223477363586426
1750773974.3343616,137757,0.6927827000617981
1750773979.0205655,137765,0.7036585211753845
1750774002.1021645,137805,0.7814174294471741
1750774108.0723588,137986,0.7802973389625549
1750774266.5372834,138260,0.7513768076896667
1750774750.7333975,139094,0.6524162888526917
1750774862.9066923,139287,0.9241716265678406
1750774870.6749067,139300,0.7213391065597534
1750775066.407386,139635,0.8186812400817871
1750775111.6331828,139712,0.7954816818237305
1750775130.5858371,139743,0.8682848215103149
1750775238.7615116,139928,0.629910945892334
1750775256.132139,139958,0.8431521654129028
1750775465.9970605,140319,0.7731497287750244
1750775579.116316,140514,0.7993952035903931
1750775768.1483617,140839,0.7574251890182495
1750775809.4910898,140911,0.722631573677063
1750775874.4932406,141024,0.814868688583374
1750776009.781103,141257,0.7666153907775879
1750776097.6846263,141406,0.6753712892532349
1750776161.0685048,141514,0.688694953918457
1750776174.3805537,141537,0.7572706341743469
1750776262.9188247,141688,0.7756835222244263
1750776268.9184735,141698,0.6738969683647156
1750776271.1009507,141702,0.7577242851257324
1750776295.6856747,141744,0.6071817278862
1750776344.6582756,141827,0.7239918112754822
1750776545.6758182,142169,0.6524934768676758
1750776563.3161213,142200,0.7349809408187866
1750776574.52647,142219,0.6117806434631348
1750776738.7673457,142500,0.7440203428268433
1750776891.3559382,142759,0.7554614543914795
1750776922.6506457,142812,0.8851854801177979
1750777015.1611152,142969,0.6737908124923706
1750777054.6470532,143037,0.7023875713348389
1750777146.9712546,143195,0.8449430465698242
